A_TH_DUBAO_SP	J_TH_DUBAO	J_SANPHAM	SOLUONG	DONGIA	DONGIA1	DONGIA2	DONGIA3	THUEVAT	CHIETKHAU	THANHTIEN	THANHTIEN1	THANHTIEN2	THANHTIEN3	NOTE1	NOTE2	NOTE3	DATENOTE	SOLUONGTON	NGAYDUPHONG1	NGAYDUPHONG2	NGAYDUPHONG3	IMG	FILENAME	J_SANPHAM_DTCPSX	J_SANPHAM_KMP	J_SANPHAM_DTTHCP	NGUYENTE	TTBANTE	TTCHIETKHAU	PTTHUEDB	THUEDB	PTTHUENK	THUENK	NUMBERA	NUMBERB	NUMBERC	NUMBERD	NUMBERE	NUMBERF	NUMBERG	NUMBERH	NOTE4	NOTE5	NOTE6	NOTE7	NOTE8	SOLUONG01	SOLUONG02	ID_DONVITINH02	SOLUONGDU	SOLUONGQD	ID_DONVITINH	NOTE9	NOTE10
1270	1318	1	1.000	NULL	44.750	-2.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-20 15:26:46.497	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	-2.75	175.00	42.75	46.50	44.63	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1271	1319	2	1.000	NULL	44.500	-1.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-20 15:26:46.500	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	-2.50	175.00	42.75	46.00	44.38	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1272	1320	1	1.000	NULL	44.750	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-20 15:34:10.947	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét|rõ nét|hơi bé|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_20__15_29_39.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_20__15_29_39.jpg
1273	1321	1	1.000	3000000.000	44.750	-2.250	10.600	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-20 15:35:08.963	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1274	1322	1	1.000	3000000.000	44.500	-2.250	10.600	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-20 15:35:08.970	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1275	1323	2	1.000	NULL	43.000	-15.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-24 10:18:42.883	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-13.50	0.00	0.00	41.70	44.50	43.10	NULL	11.60	NULL	8/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1276	1324	2	1.000	NULL	43.250	-15.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-24 10:18:42.887	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-13.50	0.00	0.00	41.80	44.60	43.20	NULL	11.60	NULL	8/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1281	1329	1	1.000	NULL	43.250	-3.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-24 10:26:03.530	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.75	-0.75	105.00	42.30	44.00	43.15	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1282	1330	2	1.000	NULL	42.500	-1.750	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-24 10:26:03.533	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.00	-1.75	175.00	41.90	43.30	42.60	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1283	1331	1	1.000	NULL	43.000	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0.00	NULL	NULL	2018-07-24 10:29:54.800	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét|rõ nét|ok|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_26_21.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_26_21.jpg
1284	1332	1	1.000	NULL	42.750	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0.00	NULL	NULL	2018-07-24 10:29:54.803	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét |rõ nét|to|trôi|kính không định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__10_26_31.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__10_26_31.MOV
1285	1333	1	1.000	3000000.000	43.000	-4.000	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-24 10:30:54.517	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1286	1334	1	1.000	3000000.000	42.750	-2.000	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-24 10:30:54.520	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1287	1335	2	1.000	NULL	41.250	-6.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-5.50	-1.75	7	2018-07-24 10:34:44.873	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.50	-1.75	7.00	40.00	42.40	41.20	NULL	11.60	NULL	20/30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1288	1336	2	1.000	NULL	41.250	-6.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-5.50	-2.00	176	2018-07-24 10:34:44.873	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.50	-2.00	176.00	40.10	42.60	41.35	NULL	11.60	NULL	20/30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1291	1339	1	1.000	NULL	41.500	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0.00	NULL	NULL	2018-07-24 10:40:55.790	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8/10	rõ nét|rõ nét|ok|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_40_29.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_40_29.jpg
1293	1341	2	1.000	6000000.000	41.500	-6.750	11.600	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-24 10:41:58.313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1294	1342	1	1.000	NULL	43.750	-5.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-24 10:44:32.880	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.25	-0.75	0.00	43.00	44.30	43.65	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1295	1343	2	1.000	NULL	43.250	-4.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-24 10:44:32.883	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.50	-1.50	180.00	42.10	44.30	43.20	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1296	1344	1	1.000	NULL	43.500	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0.00	NULL	NULL	2018-07-24 10:47:28.850	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8/10	rõ nét|rõ nét|to|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_46_25.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_46_25.jpg
1297	1345	1	1.000	NULL	43.250	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0.00	NULL	NULL	2018-07-24 10:47:28.853	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9/10	rõ nét|rõ nét|to|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__10_46_29.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__10_46_29.MOV
1298	1346	1	1.000	3000000.000	43.500	-5.000	10.600	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-24 10:48:57.573	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1299	1347	1	1.000	3000000.000	43.250	-4.500	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-24 10:48:57.580	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1300	1348	1	1.000	NULL	43.000	-2.750	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-1.75	-2.00	177	2018-07-24 10:52:30.383	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.75	-1.25	0.00	42.00	44.00	43.00	NULL	11.60	NULL	20/40	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1301	1349	2	1.000	NULL	42.750	-1.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0.50	-0.75	9	2018-07-24 10:52:30.383	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.50	-1.00	0.00	41.75	43.50	42.63	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1314	1362	2	1.000	6000000.000	42.500	-6.000	11.000	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-24 11:11:10.353	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1289	1337	1	1.000	NULL	41.250	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0.00	NULL	NULL	2018-07-24 10:39:07.587	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8/10	rõ nét |rõ nét|ok|trôi|kính hơi trôi xuống dưới 	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_35_05.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_35_05.jpg
1290	1338	1	1.000	NULL	41.500	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0.00	NULL	NULL	2018-07-24 10:39:07.590	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét |rõ nét|ok|nhiều|Kính hơi lỏng	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__10_35_08.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__10_35_08.MOV
1302	1350	1	1.000	NULL	43.000	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-0.25	-2.00	130	2018-07-24 10:56:05.583	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20/40	rõ nét |rõ nét|hơi to|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_52_47.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__10_52_47.jpg
1303	1351	1	1.000	NULL	42.750	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	2.50	NULL	NULL	2018-07-24 10:56:05.587	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét |rõ nét|hơi nhỏ|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__10_52_51.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__10_52_51.MOV
1306	1354	2	1.000	NULL	44.500	-6.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-24 11:01:28.193	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.25	-1.50	0.00	43.50	45.50	44.50	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1307	1355	2	1.000	NULL	44.750	-6.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-24 11:01:28.193	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.25	-2.00	0.00	43.25	46.25	44.75	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1323	1371	1	1.000	NULL	42.750	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-26 14:10:16.017	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét|rõ nét|hơi bé|vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_26__14_08_30.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_26__14_08_30.jpg
1325	1373	2	1.000	6000000.000	43.000	-7.000	11.000	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-26 14:11:54.997	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1326	1374	2	1.000	NULL	42.250	-6.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-26 14:14:41.383	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.00	-1.25	0.00	41.25	43.25	42.25	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1327	1375	2	1.000	NULL	42.250	-7.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-26 14:14:41.387	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.00	-1.50	0.00	41.25	43.25	42.25	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1332	1380	1	1.000	NULL	45.250	-3.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-27 15:22:47.753	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.75	-1.25	175.00	44.50	46.00	45.25	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1333	1381	2	1.000	NULL	44.750	-1.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-27 15:22:47.753	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	-3.00	180.00	46.26	43.25	44.75	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1334	1382	2	1.000	NULL	42.250	-9.500	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-27 15:26:51.243	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-8.75	-1.25	165.00	41.60	43.10	42.35	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1335	1383	2	1.000	NULL	42.750	-9.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-27 15:26:51.247	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-8.25	-1.25	0.00	41.90	43.50	42.70	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1340	1388	1	1.000	NULL	42.750	-3.750	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-27 15:36:04.437	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.25	-1.50	0.00	42.20	43.40	42.80	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1341	1389	2	1.000	NULL	42.750	-5.250	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-07-27 15:36:04.437	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.75	-0.50	0.00	42.20	43.20	42.70	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1344	1392	2	1.000	6000000.000	42.750	-11.000	11.000	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-27 15:42:16.590	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1308	1356	1	1.000	NULL	44.500	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-2.75	-1.25	10	2018-07-24 11:04:11.303	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét|rõ nét|to|trôi|kính không định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__11_01_44.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4672_2018_07_24__11_01_44.jpg
1309	1357	1	1.000	NULL	44.750	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-2.25	-1.25	174	2018-07-24 11:04:11.303	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét|rõ nét|ok |vừa|kính định tâm	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__11_01_47.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__11_01_47.MOV
1310	1358	2	1.000	6000000.000	44.500	-6.750	10.600	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-24 11:05:07.940	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1311	1359	2	1.000	6000000.000	44.750	-7.000	10.400	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-07-24 11:05:07.940	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1312	1360	2	1.000	NULL	42.750	-6.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-5.25	-0.75	177	2018-07-24 11:08:06.493	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.50	-0.75	0.00	42.25	43.25	42.75	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1313	1361	1	1.000	NULL	42.750	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0.00	NULL	NULL	2018-07-24 11:10:47.170	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	rõ nét|rõ nét|ok|trôi|kính hơi lỏng 	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__11_09_30.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_4673_2018_07_24__11_09_30.MOV
1315	1363	1	1.000	NULL	42.000	-4.500	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-3.75	-1.25	0	2018-07-24 11:15:28.610	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.75	-1.50	180.00	41.20	42.70	41.95	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1316	1364	2	1.000	NULL	42.000	-5.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-3.75	-1.50	0	2018-07-24 11:15:28.613	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	-1.50	180.00	41.00	42.80	41.90	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
